transactions_id,transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1681,1681,09/11/2022,19:32:00,53,Female,43,Electronics,2,30,11.1,60
1722,1722,30/01/2022,20:38:00,22,Male,20,Beauty,3,300,159,900
1728,1728,23/05/2023,22:30:00,77,Male,51,Electronics,3,50,25,150
1829,1829,30/05/2022,22:37:00,58,Male,61,Beauty,3,30,12,90
1955,1955,15/09/2022,21:11:00,134,Male,58,Clothing,1,25,6.5,25
144,144,26/03/2022,22:18:00,119,Female,59,Beauty,3,500,255,1500
474,474,08/05/2022,17:57:00,145,Female,26,Clothing,3,500,210,1500
1144,1144,30/12/2022,21:27:00,148,Female,59,Beauty,3,500,125,1500
1474,1474,15/05/2022,20:49:00,84,Female,26,Clothing,3,500,255,1500
603,603,18/04/2022,20:17:00,95,Female,40,Clothing,3,30,14.1,90
661,661,05/08/2022,22:09:00,10,Female,44,Clothing,4,25,7,100
1603,1603,04/12/2023,20:50:00,132,Female,40,Clothing,3,30,13.2,90
1661,1661,07/07/2023,19:18:00,20,Female,44,Clothing,4,25,6.25,100
143,143,11/02/2023,22:20:00,118,Female,45,Clothing,1,50,27.5,50
515,515,13/02/2022,20:47:00,71,Female,49,Clothing,3,300,75,900
1143,1143,01/05/2023,21:10:00,23,Female,45,Clothing,1,50,15,50
1515,1515,04/02/2023,21:49:00,107,Female,49,Clothing,3,300,135,900
304,304,23/03/2023,18:35:00,59,Female,37,Electronics,2,30,15.6,60
676,676,10/07/2023,22:13:00,80,Male,63,Electronics,3,500,205,1500
686,686,06/01/2022,17:14:00,68,Female,28,Electronics,4,50,23.5,200
698,698,17/03/2022,20:56:00,116,Female,64,Electronics,1,300,123,300
1304,1304,26/09/2022,22:19:00,4,Female,37,Electronics,2,30,9.3,60
1676,1676,21/09/2023,20:22:00,91,Male,63,Electronics,3,500,210,1500
1686,1686,10/12/2023,20:41:00,151,Female,28,Electronics,4,50,26,200
1698,1698,07/04/2022,21:50:00,146,Female,64,Electronics,1,300,105,300
709,709,22/09/2022,22:32:00,61,Female,19,Electronics,2,500,140,1000
1709,1709,13/09/2023,20:22:00,97,Female,19,Electronics,2,500,185,1000
114,114,17/04/2022,20:57:00,92,Female,22,Beauty,4,25,9.25,100
359,359,15/12/2022,21:49:00,122,Male,50,Clothing,1,50,22.5,50
1114,1114,18/08/2022,22:19:00,100,Female,22,Beauty,4,25,12,100
1359,1359,17/05/2022,22:21:00,55,Male,50,Clothing,1,50,19,50
773,773,14/01/2023,19:10:00,3,Male,25,Electronics,4,500,175,2000
1773,1773,12/12/2023,18:50:00,80,Male,25,Electronics,4,500,165,2000
127,127,20/05/2023,19:37:00,40,Female,33,Clothing,2,25,7.5,50
213,213,13/08/2023,20:48:00,113,Male,27,Beauty,3,500,275,1500
487,487,09/04/2023,21:03:00,36,Male,44,Clothing,4,500,235,2000
495,495,24/06/2022,21:06:00,131,Male,24,Beauty,2,30,11.7,60
605,605,19/10/2023,22:24:00,76,Male,37,Electronics,2,500,180,1000
1127,1127,15/03/2022,19:26:00,87,Female,33,Clothing,2,25,13,50
1213,1213,21/06/2023,17:23:00,41,Male,27,Beauty,3,500,185,1500
1487,1487,01/02/2023,19:01:00,131,Male,44,Clothing,4,500,140,2000
1495,1495,14/03/2023,22:37:00,113,Male,24,Beauty,2,30,16.2,60
1605,1605,24/01/2022,19:39:00,2,Male,37,Electronics,2,500,165,1000
105,105,18/06/2023,18:05:00,82,Female,22,Electronics,1,500,230,500
299,299,25/01/2023,20:03:00,76,Male,61,Electronics,2,500,230,1000
934,934,22/11/2022,18:20:00,111,Male,30,Beauty,1,500,240,500
1105,1105,12/11/2022,19:09:00,19,Female,22,Electronics,1,500,270,500
1299,1299,08/05/2022,18:58:00,11,Male,61,Electronics,2,500,250,1000
1934,1934,08/09/2022,17:06:00,69,Male,30,Beauty,1,500,150,500
270,270,17/12/2022,17:46:00,84,Male,43,Electronics,1,300,117,300
338,338,05/02/2022,21:26:00,44,Male,54,Beauty,2,50,20,100
543,543,16/04/2022,20:30:00,121,Male,49,Beauty,2,300,75,600
1270,1270,25/08/2022,22:54:00,84,Male,43,Electronics,1,300,108,300
1338,1338,25/01/2022,19:55:00,31,Male,54,Beauty,2,50,19,100
1543,1543,03/10/2022,22:40:00,73,Male,49,Beauty,2,300,123,600
557,557,27/09/2023,20:01:00,155,Female,20,Beauty,3,30,12.9,90
702,702,03/03/2023,17:18:00,66,Female,60,Clothing,2,300,78,600
864,864,31/07/2023,22:16:00,139,Female,51,Electronics,1,500,215,500
1557,1557,04/08/2022,17:01:00,14,Female,20,Beauty,3,30,10.2,90
1702,1702,31/07/2023,21:54:00,102,Female,60,Clothing,2,300,87,600
1864,1864,30/04/2023,21:00:00,112,Female,51,Electronics,1,500,190,500
254,254,14/12/2022,22:45:00,104,Male,41,Electronics,1,500,165,500
295,295,01/02/2022,20:23:00,80,Female,27,Beauty,3,300,105,900
457,457,28/11/2022,22:49:00,38,Female,58,Beauty,3,300,147,900
668,668,17/06/2022,20:33:00,135,Female,62,Electronics,3,50,24.5,150
850,850,14/09/2023,19:01:00,58,Female,26,Beauty,2,500,235,1000
1254,1254,12/04/2023,18:24:00,86,Male,41,Electronics,1,500,180,500
1295,1295,04/11/2023,19:28:00,86,Female,27,Beauty,3,300,81,900
1457,1457,25/03/2023,21:31:00,140,Female,58,Beauty,3,300,108,900
1668,1668,13/03/2023,21:40:00,132,Female,62,Electronics,3,50,14,150
1850,1850,16/02/2022,20:44:00,154,Female,26,Beauty,2,500,240,1000
541,541,25/12/2022,18:37:00,39,Male,56,Beauty,1,500,215,500
980,980,14/10/2022,19:51:00,147,Female,31,Electronics,3,25,12.5,75
1541,1541,02/10/2023,22:17:00,57,Male,56,Beauty,1,500,195,500
1980,1980,23/08/2023,20:30:00,112,Female,31,Electronics,3,25,6.5,75
262,262,15/09/2023,20:33:00,30,Female,32,Beauty,4,30,12.6,120
467,467,24/01/2022,22:39:00,151,Female,53,Electronics,3,50,14.5,150
1262,1262,13/08/2022,20:33:00,127,Female,32,Beauty,4,30,8.4,120
1467,1467,13/08/2023,19:31:00,89,Female,53,Electronics,3,50,14,150
463,463,29/01/2023,20:22:00,55,Female,54,Beauty,3,500,175,1500
1463,1463,29/07/2022,19:45:00,98,Female,54,Beauty,3,500,170,1500
598,598,23/06/2022,17:02:00,7,Male,37,Beauty,4,30,11.1,120
667,667,01/12/2022,18:46:00,22,Female,29,Electronics,1,500,190,500
672,672,17/02/2022,19:44:00,1,Female,34,Beauty,2,50,27.5,100
1598,1598,15/01/2023,19:17:00,126,Male,37,Beauty,4,30,9.9,120
1667,1667,04/07/2022,19:09:00,40,Female,29,Electronics,1,500,125,500
1672,1672,28/03/2023,22:34:00,87,Female,34,Beauty,2,50,15.5,100
949,949,20/06/2023,20:28:00,21,Female,41,Electronics,2,25,9,50
1949,1949,11/11/2022,20:24:00,105,Female,41,Electronics,2,25,12.5,50
27,27,14/12/2023,19:44:00,39,Female,38,Beauty,2,25,8.25,50
347,347,26/03/2022,19:31:00,26,Male,42,Electronics,1,25,7,25
687,687,27/06/2022,17:14:00,86,Female,53,Electronics,1,300,150,300
1027,1027,30/04/2022,21:00:00,131,Female,38,Beauty,2,25,7.5,50
1347,1347,21/11/2023,21:55:00,7,Male,42,Electronics,1,25,13,25
1687,1687,17/02/2023,22:27:00,102,Female,53,Electronics,1,300,81,300
549,549,03/11/2022,19:39:00,114,Female,50,Beauty,2,50,12.5,100
675,675,19/07/2023,18:10:00,26,Female,45,Clothing,2,30,15.9,60
730,730,20/02/2022,19:38:00,131,Female,36,Clothing,2,25,13.25,50
798,798,20/01/2023,21:19:00,73,Male,61,Clothing,1,50,15,50
1549,1549,15/11/2023,19:25:00,109,Female,50,Beauty,2,50,14.5,100
1675,1675,17/05/2022,19:55:00,152,Female,45,Clothing,2,30,16.2,60
1730,1730,14/08/2023,19:17:00,116,Female,36,Clothing,2,25,10.75,50
1798,1798,18/07/2023,20:26:00,96,Male,61,Clothing,1,50,20,50
13,13,08/02/2023,17:43:00,106,Male,22,Electronics,3,500,245,1500
35,35,29/10/2022,17:30:00,122,Female,58,Beauty,3,300,126,900
140,140,07/07/2022,20:20:00,61,Male,38,Electronics,1,30,14.4,30
206,206,02/09/2022,18:18:00,31,Male,61,Clothing,1,25,11.75,25
261,261,06/02/2022,17:48:00,16,Male,21,Clothing,2,25,8.25,50
279,279,10/08/2023,17:29:00,38,Male,50,Clothing,1,500,210,500
308,308,31/03/2022,19:12:00,130,Female,34,Beauty,4,300,126,1200
418,418,01/04/2022,18:05:00,95,Female,60,Electronics,2,500,155,1000
1013,1013,16/07/2022,19:38:00,111,Male,22,Electronics,3,500,200,1500
1035,1035,26/04/2023,21:56:00,52,Female,58,Beauty,3,300,105,900
1140,1140,22/05/2022,19:26:00,154,Male,38,Electronics,1,30,15.9,30
1206,1206,14/05/2023,19:45:00,68,Male,61,Clothing,1,25,8.5,25
1261,1261,27/09/2022,21:19:00,116,Male,21,Clothing,2,25,6.25,50
1279,1279,21/04/2022,22:55:00,116,Male,50,Clothing,1,500,170,500
1308,1308,19/06/2023,22:39:00,91,Female,34,Beauty,4,300,150,1200
1418,1418,17/09/2022,18:19:00,68,Female,60,Electronics,2,500,215,1000
612,612,23/02/2022,19:06:00,77,Female,61,Electronics,1,500,235,500
875,875,30/11/2023,21:47:00,134,Female,51,Electronics,4,500,135,2000
1612,1612,18/12/2022,21:14:00,140,Female,61,Electronics,1,500,230,500
1875,1875,03/06/2022,22:42:00,141,Female,51,Electronics,4,500,165,2000
430,430,23/05/2023,18:36:00,100,Female,43,Electronics,3,300,153,900
633,633,06/07/2023,22:20:00,35,Male,39,Beauty,4,30,12.3,120
1430,1430,31/10/2023,18:25:00,22,Female,43,Electronics,3,300,132,900
1633,1633,31/12/2022,18:18:00,152,Male,39,Beauty,4,30,11.4,120
125,125,28/09/2022,18:48:00,137,Male,48,Clothing,2,50,19,100
716,716,13/08/2023,19:51:00,137,Female,60,Clothing,4,300,108,1200
790,790,13/04/2023,20:47:00,29,Male,62,Clothing,1,25,9.25,25
960,960,29/03/2023,19:01:00,134,Male,59,Clothing,2,30,14.4,60
1125,1125,12/11/2023,17:51:00,79,Male,48,Clothing,2,50,21.5,100
1716,1716,12/02/2022,19:16:00,39,Female,60,Clothing,4,300,87,1200
1790,1790,14/05/2023,20:52:00,147,Male,62,Clothing,1,25,7.5,25
1960,1960,29/06/2022,22:04:00,67,Male,59,Clothing,2,30,13.2,60
259,259,11/03/2023,20:26:00,93,Female,45,Clothing,4,50,22.5,200
443,443,19/09/2023,20:25:00,98,Male,29,Clothing,2,300,114,600
529,529,29/11/2022,17:43:00,46,Female,35,Clothing,3,50,20.5,150
563,563,21/12/2022,18:40:00,150,Male,20,Clothing,2,30,16.2,60
1259,1259,03/11/2022,17:31:00,105,Female,45,Clothing,4,50,21,200
1443,1443,18/06/2022,19:37:00,81,Male,29,Clothing,2,300,147,600
1529,1529,17/09/2022,22:38:00,105,Female,35,Clothing,3,50,17,150
1563,1563,13/10/2022,17:44:00,22,Male,20,Clothing,2,30,15.3,60
801,801,01/12/2022,17:14:00,153,Male,21,Clothing,4,50,19,200
1801,1801,10/07/2022,22:01:00,148,Male,21,Clothing,4,50,13.5,200
160,160,20/07/2022,17:08:00,127,Female,43,Clothing,2,50,26.5,100
508,508,05/07/2023,22:52:00,32,Male,58,Beauty,2,300,123,600
807,807,26/01/2023,19:49:00,91,Female,50,Electronics,4,50,15.5,200
1160,1160,20/08/2023,19:20:00,105,Female,43,Clothing,2,50,14,100
1508,1508,08/04/2022,20:32:00,90,Male,58,Beauty,2,300,81,600
1807,1807,04/08/2022,22:15:00,19,Female,50,Electronics,4,50,22,200
511,511,23/12/2023,18:19:00,146,Male,45,Beauty,2,50,24.5,100
521,521,28/10/2023,19:56:00,133,Female,47,Clothing,4,30,8.7,120
695,695,03/04/2022,22:12:00,52,Female,22,Electronics,3,50,21,150
816,816,27/09/2023,19:29:00,133,Male,47,Beauty,2,500,240,1000
1511,1511,09/04/2022,21:36:00,45,Male,45,Beauty,2,50,13.5,100
1521,1521,23/07/2023,19:08:00,30,Female,47,Clothing,4,30,12.9,120
1695,1695,21/09/2023,20:51:00,85,Female,22,Electronics,3,50,23,150
1816,1816,17/06/2022,22:30:00,52,Male,47,Beauty,2,500,245,1000
217,217,02/05/2022,17:01:00,17,Female,35,Electronics,4,50,26.5,200
384,384,10/04/2022,19:53:00,127,Male,55,Clothing,1,500,145,500
1217,1217,16/10/2023,19:28:00,70,Female,35,Electronics,4,50,18,200
1384,1384,17/12/2023,20:23:00,106,Male,55,Clothing,1,500,260,500
648,648,23/02/2023,18:13:00,41,Male,53,Beauty,4,300,138,1200
926,926,06/10/2023,22:53:00,53,Male,22,Electronics,1,30,15.6,30
1648,1648,10/07/2023,17:18:00,16,Male,53,Beauty,4,300,87,1200
1926,1926,07/08/2023,20:22:00,74,Male,22,Electronics,1,30,9.6,30
285,285,01/12/2023,18:14:00,107,Female,31,Electronics,1,25,13.5,25
427,427,16/11/2023,21:26:00,120,Male,25,Electronics,1,25,11.75,25
569,569,29/04/2022,20:49:00,132,Male,52,Electronics,4,50,19,200
570,570,09/06/2022,22:53:00,91,Male,49,Clothing,1,500,185,500
630,630,21/03/2023,17:29:00,94,Male,42,Clothing,2,50,25.5,100
957,957,19/06/2023,19:00:00,105,Female,60,Electronics,4,30,9.3,120
1285,1285,01/06/2023,21:55:00,130,Female,31,Electronics,1,25,12.25,25
1427,1427,15/07/2023,18:36:00,92,Male,25,Electronics,1,25,11.5,25
1569,1569,30/11/2023,21:07:00,35,Male,52,Electronics,4,50,18,200
1570,1570,15/06/2023,22:32:00,109,Male,49,Clothing,1,500,170,500
1630,1630,22/05/2022,17:22:00,95,Male,42,Clothing,2,50,16,100
1957,1957,25/10/2022,19:00:00,75,Female,60,Electronics,4,30,14.7,120
635,635,04/12/2022,21:03:00,89,Female,63,Electronics,3,300,129,900
1635,1635,17/04/2023,18:08:00,36,Female,63,Electronics,3,300,159,900
29,29,08/03/2022,20:10:00,31,Female,42,Electronics,1,30,13.5,30
277,277,03/07/2023,22:10:00,139,Male,36,Clothing,4,25,12.25,100
859,859,20/09/2022,21:52:00,46,Female,56,Electronics,3,500,190,1500
1029,1029,18/07/2023,19:23:00,117,Female,42,Electronics,1,30,12.3,30
1277,1277,17/10/2023,21:20:00,80,Male,36,Clothing,4,25,12.75,100
1859,1859,14/09/2022,20:58:00,32,Female,56,Electronics,3,500,205,1500
638,638,10/01/2023,19:52:00,154,Male,46,Electronics,1,500,190,500
823,823,03/12/2023,17:42:00,66,Female,56,Electronics,2,50,25,100
956,956,24/04/2023,21:50:00,140,Male,30,Clothing,3,500,135,1500
981,981,05/02/2022,21:08:00,5,Female,30,Electronics,2,30,12.9,60
1638,1638,13/08/2022,18:26:00,37,Male,46,Electronics,1,500,155,500
1823,1823,08/11/2022,22:28:00,58,Female,56,Electronics,2,50,26.5,100
1956,1956,01/06/2023,20:40:00,62,Male,30,Clothing,3,500,170,1500
1981,1981,05/06/2022,22:50:00,19,Female,30,Electronics,2,30,11.7,60
219,219,16/09/2023,22:34:00,79,Female,53,Electronics,3,30,10.2,90
1219,1219,02/11/2022,21:47:00,149,Female,53,Electronics,3,30,11.1,90
73,73,14/01/2022,21:47:00,42,Male,29,Electronics,3,30,9,90
162,162,11/04/2023,19:37:00,118,Male,39,Clothing,2,30,9,60
306,306,04/01/2022,22:05:00,148,Male,54,Electronics,1,50,26.5,50
725,725,21/09/2023,20:32:00,2,Male,61,Electronics,1,300,153,300
880,880,26/09/2023,20:13:00,63,Male,22,Beauty,2,500,175,1000
992,992,15/10/2023,19:34:00,134,Female,57,Electronics,2,30,7.8,60
1073,1073,21/02/2022,18:16:00,82,Male,29,Electronics,3,30,15.3,90
1162,1162,13/07/2022,17:08:00,101,Male,39,Clothing,2,30,12.6,60
1306,1306,11/11/2023,20:57:00,122,Male,54,Electronics,1,50,18.5,50
1725,1725,16/05/2022,21:02:00,109,Male,61,Electronics,1,300,105,300
1880,1880,14/06/2023,20:03:00,37,Male,22,Beauty,2,500,175,1000
1992,1992,19/05/2023,21:35:00,70,Female,57,Electronics,2,30,8.7,60
597,597,01/11/2022,19:29:00,84,Male,22,Beauty,4,300,111,1200
622,622,16/10/2022,22:00:00,155,Female,49,Beauty,3,25,6.25,75
1597,1597,28/08/2023,18:21:00,32,Male,22,Beauty,4,300,78,1200
1622,1622,22/04/2023,21:28:00,54,Female,49,Beauty,3,25,11.75,75
116,116,22/06/2023,20:04:00,58,Female,23,Clothing,1,30,15,30
364,364,07/06/2022,19:06:00,98,Female,19,Beauty,1,500,200,500
368,368,31/01/2023,21:11:00,90,Female,56,Clothing,4,300,132,1200
1116,1116,15/08/2022,22:26:00,145,Female,23,Clothing,1,30,12.3,30
1364,1364,23/09/2023,17:04:00,72,Female,19,Beauty,1,500,250,500
1368,1368,08/03/2022,21:29:00,145,Female,56,Clothing,4,300,132,1200
50,50,29/03/2022,18:51:00,71,Female,27,Beauty,3,25,10.5,75
479,479,03/11/2022,21:35:00,90,Male,52,Electronics,4,300,105,1200
804,804,11/12/2023,17:12:00,99,Male,42,Electronics,1,30,10.8,30
1050,1050,10/12/2022,20:15:00,24,Female,27,Beauty,3,25,11.25,75
1479,1479,31/05/2022,22:24:00,108,Male,52,Electronics,4,300,162,1200
1804,1804,10/01/2023,22:46:00,74,Male,42,Electronics,1,30,14.7,30
92,92,21/03/2022,19:41:00,10,Female,51,Electronics,4,30,8.7,120
282,282,05/10/2023,17:39:00,10,Female,64,Electronics,4,50,56,200
718,718,02/11/2023,20:25:00,154,Female,59,Beauty,3,25,25,75
1092,1092,03/05/2022,20:15:00,58,Female,51,Electronics,4,30,31.5,120
1282,1282,20/02/2023,20:05:00,23,Female,64,Electronics,4,50,48.5,200
1718,1718,25/10/2023,19:03:00,20,Female,59,Beauty,3,25,25.5,75
617,617,06/08/2022,19:12:00,30,Male,34,Electronics,1,30,28.5,30
624,624,05/02/2022,19:08:00,48,Female,34,Beauty,3,300,342,900
825,825,08/01/2022,17:27:00,51,Female,46,Beauty,1,25,27.25,25
1617,1617,01/05/2022,17:09:00,77,Male,34,Electronics,1,30,35.1,30
1624,1624,18/11/2022,20:48:00,121,Female,34,Beauty,3,300,363,900
1825,1825,30/08/2023,18:34:00,105,Female,46,Beauty,1,25,27,25
568,568,11/08/2023,20:03:00,32,Female,51,Electronics,1,300,372,300
671,671,23/09/2023,19:51:00,2,Male,62,Electronics,3,50,61.5,150
756,756,17/07/2023,20:33:00,4,Female,62,Electronics,4,300,333,1200
815,815,05/04/2023,21:15:00,139,Female,51,Clothing,3,25,23.75,75
1568,1568,09/10/2022,22:34:00,51,Female,51,Electronics,1,300,336,300
1671,1671,28/02/2023,20:55:00,47,Male,62,Electronics,3,50,62.5,150
1756,1756,12/05/2022,22:16:00,119,Female,62,Electronics,4,300,297,1200
1815,1815,24/05/2023,22:19:00,6,Female,51,Clothing,3,25,30.5,75
146,146,10/11/2022,22:01:00,74,Male,38,Clothing,4,50,49,200
263,263,04/05/2022,21:48:00,133,Male,23,Beauty,2,30,34.8,60
704,704,11/09/2023,22:40:00,141,Female,62,Clothing,3,30,34.8,90
1146,1146,09/10/2023,21:11:00,52,Male,38,Clothing,4,50,60,200
1263,1263,07/09/2022,20:49:00,47,Male,23,Beauty,2,30,35.4,60
1704,1704,16/09/2022,20:07:00,155,Female,62,Clothing,3,30,30.3,90
476,476,12/12/2023,18:31:00,131,Female,27,Clothing,4,500,570,2000
733,733,25/10/2022,21:07:00,143,Male,34,Beauty,1,30,28.5,30
924,924,17/09/2022,22:18:00,151,Male,55,Beauty,2,50,55,100
984,984,20/11/2023,19:29:00,83,Male,56,Clothing,1,500,480,500
1476,1476,11/11/2022,22:27:00,130,Female,27,Clothing,4,500,555,2000
1733,1733,03/09/2023,20:52:00,146,Male,34,Beauty,1,30,36.6,30
1924,1924,28/11/2022,22:25:00,107,Male,55,Beauty,2,50,54.5,100
1984,1984,09/09/2023,20:10:00,126,Male,56,Clothing,1,500,530,500
251,251,15/09/2022,21:00:00,141,Female,57,Beauty,4,50,62.5,200
253,253,30/09/2022,21:26:00,66,Female,53,Clothing,4,500,525,2000
574,574,17/09/2023,20:12:00,24,Female,63,Electronics,2,25,24.75,50
751,751,08/11/2023,19:58:00,115,Female,42,Clothing,2,25,24.75,50
871,871,02/11/2023,23:00:00,57,Male,62,Beauty,2,30,33.9,60
1251,1251,11/09/2022,21:08:00,137,Female,57,Beauty,4,50,57.5,200
1253,1253,03/12/2023,19:58:00,108,Female,53,Clothing,4,500,605,2000
1574,1574,26/10/2022,21:51:00,150,Female,63,Electronics,2,25,24.75,50
1751,1751,27/12/2023,22:09:00,99,Female,42,Clothing,2,25,30.25,50
1871,1871,26/09/2022,18:39:00,41,Male,62,Beauty,2,30,30.6,60
200,200,09/10/2022,22:29:00,130,Male,27,Beauty,3,50,60,150
594,594,07/09/2023,21:49:00,72,Female,19,Electronics,2,300,291,600
637,637,02/12/2022,18:54:00,21,Male,43,Clothing,2,300,321,600
855,855,21/11/2022,19:43:00,13,Male,54,Beauty,1,25,25.75,25
1200,1200,18/10/2023,19:04:00,20,Male,27,Beauty,3,50,54.5,150
1594,1594,01/10/2023,19:02:00,31,Female,19,Electronics,2,300,345,600
1637,1637,25/10/2022,20:50:00,97,Male,43,Clothing,2,300,297,600
1855,1855,27/12/2023,21:15:00,44,Male,54,Beauty,1,25,31.25,25
325,325,16/09/2023,22:02:00,6,Female,52,Electronics,2,25,31.25,50
682,682,23/10/2023,20:51:00,60,Male,46,Beauty,4,300,354,1200
931,931,07/10/2023,21:34:00,48,Male,30,Beauty,4,30,29.1,120
1325,1325,11/10/2022,19:47:00,18,Female,52,Electronics,2,25,26.75,50
1682,1682,30/12/2022,19:30:00,71,Male,46,Beauty,4,300,315,1200
1931,1931,01/12/2022,19:15:00,61,Male,30,Beauty,4,30,34.2,120
925,925,20/12/2022,17:12:00,54,Male,25,Electronics,1,300,315,300
1925,1925,21/12/2023,17:05:00,81,Male,25,Electronics,1,300,366,300
297,297,12/09/2022,21:09:00,70,Female,40,Electronics,2,500,595,1000
1297,1297,20/10/2023,22:32:00,21,Female,40,Electronics,2,500,535,1000
814,814,01/10/2022,20:33:00,96,Female,59,Clothing,1,500,540,500
894,894,22/09/2022,22:53:00,111,Male,52,Electronics,1,30,30.6,30
1814,1814,07/09/2022,17:53:00,43,Female,59,Clothing,1,500,620,500
1894,1894,29/12/2023,18:11:00,92,Male,52,Electronics,1,30,30,30
194,194,11/10/2023,19:27:00,116,Male,55,Clothing,4,50,51.5,200
245,245,01/12/2023,21:41:00,75,Male,47,Clothing,3,30,36,90
296,296,31/12/2022,22:44:00,73,Female,22,Clothing,4,300,369,1200
644,644,13/10/2022,21:49:00,107,Male,23,Beauty,3,25,29,75
696,696,09/10/2023,18:05:00,24,Female,50,Clothing,4,50,48.5,200
1194,1194,09/10/2023,22:06:00,130,Male,55,Clothing,4,50,61.5,200
1245,1245,25/10/2022,20:47:00,129,Male,47,Clothing,3,30,36,90
1296,1296,26/11/2022,20:42:00,45,Female,22,Clothing,4,300,342,1200
1644,1644,11/09/2022,19:32:00,124,Male,23,Beauty,3,25,28.75,75
1696,1696,21/11/2022,17:59:00,24,Female,50,Clothing,4,50,55,200
312,312,31/10/2022,18:08:00,18,Male,41,Clothing,4,30,28.5,120
692,692,30/09/2022,19:48:00,110,Female,64,Clothing,2,50,49.5,100
835,835,30/09/2022,23:00:00,49,Male,37,Clothing,4,50,60,200
1312,1312,03/12/2022,17:28:00,73,Male,41,Clothing,4,30,29.1,120
1692,1692,11/10/2023,19:50:00,103,Female,64,Clothing,2,50,59.5,100
1835,1835,18/09/2022,20:58:00,98,Male,37,Clothing,4,50,49.5,200
183,183,01/09/2022,19:22:00,28,Female,43,Beauty,3,300,375,900
413,413,28/11/2023,21:52:00,60,Female,44,Beauty,3,25,25.5,75
799,799,01/10/2023,19:44:00,86,Male,56,Electronics,2,50,60,100
851,851,30/11/2023,17:23:00,30,Male,32,Electronics,2,25,27.75,50
1183,1183,28/12/2022,17:10:00,54,Female,43,Beauty,3,300,342,900
1413,1413,12/11/2023,19:33:00,104,Female,44,Beauty,3,25,30.75,75
1799,1799,01/10/2023,19:09:00,132,Male,56,Electronics,2,50,51,100
1851,1851,10/09/2022,21:36:00,87,Male,32,Electronics,2,25,25,50
858,858,08/09/2023,18:48:00,85,Male,23,Electronics,2,50,50.5,100
919,919,28/10/2023,21:13:00,82,Female,22,Beauty,2,25,27.75,50
935,935,10/09/2022,21:16:00,2,Female,34,Beauty,1,50,55.5,50
1858,1858,14/09/2023,20:47:00,49,Male,23,Electronics,2,50,52,100
1919,1919,25/10/2022,17:54:00,78,Female,22,Beauty,2,25,26.5,50
1935,1935,16/12/2022,22:40:00,96,Female,34,Beauty,1,50,47.5,50
132,132,22/11/2023,20:34:00,86,Male,42,Electronics,4,50,62,200
1132,1132,07/11/2023,17:27:00,14,Male,42,Electronics,4,50,59,200
604,604,16/09/2022,19:34:00,139,Female,29,Electronics,4,50,50.5,200
832,832,13/11/2022,17:25:00,106,Male,47,Beauty,4,500,600,2000
1604,1604,29/12/2022,18:43:00,2,Female,29,Electronics,4,50,56,200
1832,1832,10/11/2023,21:17:00,57,Male,47,Beauty,4,500,480,2000
113,113,08/10/2022,19:14:00,72,Female,41,Electronics,2,25,26.25,50
1113,1113,08/12/2023,17:41:00,141,Female,41,Electronics,2,25,27.75,50
165,165,24/09/2022,19:01:00,75,Female,60,Clothing,4,300,318,1200
1165,1165,01/12/2023,17:04:00,29,Female,60,Clothing,4,300,291,1200
326,326,23/11/2023,19:51:00,108,Female,18,Clothing,3,25,24.25,75
1326,1326,01/09/2023,22:35:00,66,Female,18,Clothing,3,25,28.75,75
19,19,26/11/2023,19:39:00,30,Female,62,Clothing,2,25,28.5,50
412,412,04/09/2022,19:36:00,30,Female,19,Electronics,4,500,570,2000
632,632,25/10/2023,20:13:00,78,Female,26,Electronics,4,25,24.75,100
1019,1019,14/12/2023,21:22:00,56,Female,62,Clothing,2,25,25.75,50
1412,1412,13/10/2022,19:59:00,75,Female,19,Electronics,4,500,615,2000
1632,1632,19/10/2022,18:16:00,29,Female,26,Electronics,4,25,24.75,100
167,167,21/09/2023,20:58:00,73,Female,43,Clothing,3,50,49,150
172,172,21/10/2022,18:09:00,52,Male,32,Beauty,2,25,28,50
375,375,22/09/2023,17:32:00,25,Male,32,Clothing,1,50,52,50
538,538,22/12/2023,18:20:00,102,Male,18,Clothing,3,50,56.5,150
794,794,02/11/2022,21:47:00,145,Female,60,Beauty,1,300,315,300
1167,1167,29/09/2023,21:21:00,9,Female,43,Clothing,3,50,54,150
1172,1172,19/10/2022,21:12:00,150,Male,32,Beauty,2,25,28.5,50
1375,1375,01/10/2022,17:50:00,79,Male,32,Clothing,1,50,59,50
1538,1538,12/09/2022,20:57:00,21,Male,18,Clothing,3,50,53.5,150
1794,1794,22/12/2022,19:40:00,26,Female,60,Beauty,1,300,351,300
131,131,29/09/2023,22:32:00,44,Female,21,Beauty,2,300,375,600
330,330,11/10/2022,20:18:00,116,Female,25,Beauty,4,50,55,200
494,494,25/09/2023,20:18:00,140,Female,42,Beauty,4,50,58,200
1131,1131,31/12/2022,19:16:00,130,Female,21,Beauty,2,300,336,600
1330,1330,24/11/2023,17:49:00,20,Female,25,Beauty,4,50,48,200
1494,1494,23/10/2022,19:29:00,74,Female,42,Beauty,4,50,62.5,200
513,513,21/10/2022,18:31:00,85,Male,24,Electronics,4,25,24.5,100
